ts,device_id,code,value
2026-08-12T18:00:00Z,zewnatrz,va_humidity,36
2026-08-12T18:00:00Z,zewnatrz,va_temperature,21.6
2026-08-12T19:00:00Z,zewnatrz,va_humidity,39
2026-08-12T19:00:00Z,zewnatrz,va_temperature,21
2026-08-12T20:00:00Z,zewnatrz,va_humidity,40
2026-08-12T20:00:00Z,zewnatrz,va_temperature,20.4
2026-08-12T21:00:00Z,zewnatrz,va_humidity,43
2026-08-12T21:00:00Z,zewnatrz,va_temperature,19.2
2026-08-12T22:00:00Z,zewnatrz,va_humidity,47
2026-08-12T22:00:00Z,zewnatrz,va_temperature,18.3
2026-08-12T23:00:00Z,zewnatrz,va_humidity,51
2026-08-12T23:00:00Z,zewnatrz,va_temperature,17.5
2026-08-13T00:00:00Z,zewnatrz,va_humidity,54
2026-08-13T00:00:00Z,zewnatrz,va_temperature,16.8
2026-08-13T01:00:00Z,zewnatrz,va_humidity,54
2026-08-13T01:00:00Z,zewnatrz,va_temperature,16.2
2026-08-13T02:00:00Z,zewnatrz,va_humidity,55
2026-08-13T02:00:00Z,zewnatrz,va_temperature,16
2026-08-13T03:00:00Z,zewnatrz,va_humidity,57
2026-08-13T03:00:00Z,zewnatrz,va_temperature,15.4
2026-08-13T04:00:00Z,zewnatrz,va_humidity,57
2026-08-13T04:00:00Z,zewnatrz,va_temperature,15
2026-08-13T05:00:00Z,zewnatrz,va_humidity,54
2026-08-13T05:00:00Z,zewnatrz,va_temperature,15.9
2026-08-13T06:00:00Z,zewnatrz,va_humidity,45
2026-08-13T06:00:00Z,zewnatrz,va_temperature,17.8
2026-08-13T07:00:00Z,zewnatrz,va_humidity,41
2026-08-13T07:00:00Z,zewnatrz,va_temperature,19.4
2026-08-13T08:00:00Z,zewnatrz,va_humidity,40
2026-08-13T08:00:00Z,zewnatrz,va_temperature,20.8
2026-08-13T09:00:00Z,zewnatrz,va_humidity,36
2026-08-13T09:00:00Z,zewnatrz,va_temperature,22.3
2026-08-13T10:00:00Z,zewnatrz,va_humidity,33
2026-08-13T10:00:00Z,zewnatrz,va_temperature,23.5
2026-08-13T11:00:00Z,zewnatrz,va_humidity,31
2026-08-13T11:00:00Z,zewnatrz,va_temperature,24.4
2026-08-13T12:00:00Z,zewnatrz,va_humidity,29
2026-08-13T12:00:00Z,zewnatrz,va_temperature,25.2
2026-08-13T13:00:00Z,zewnatrz,va_humidity,28
2026-08-13T13:00:00Z,zewnatrz,va_temperature,25.5
2026-08-13T14:00:00Z,zewnatrz,va_humidity,28
2026-08-13T14:00:00Z,zewnatrz,va_temperature,25.9
2026-08-13T15:00:00Z,zewnatrz,va_humidity,28
2026-08-13T15:00:00Z,zewnatrz,va_temperature,25.8
2026-08-13T16:00:00Z,zewnatrz,va_humidity,29
2026-08-13T16:00:00Z,zewnatrz,va_temperature,25.5
2026-08-13T17:00:00Z,zewnatrz,va_humidity,31
2026-08-13T17:00:00Z,zewnatrz,va_temperature,24.7
2026-08-13T18:00:00Z,zewnatrz,va_humidity,35
2026-08-13T18:00:00Z,zewnatrz,va_temperature,23.7
2026-08-13T19:00:00Z,zewnatrz,va_humidity,39
2026-08-13T19:00:00Z,zewnatrz,va_temperature,22.8
2026-08-13T20:00:00Z,zewnatrz,va_humidity,42
2026-08-13T20:00:00Z,zewnatrz,va_temperature,21.9
2026-08-13T21:00:00Z,zewnatrz,va_humidity,45
2026-08-13T21:00:00Z,zewnatrz,va_temperature,20.9
2026-08-13T22:00:00Z,zewnatrz,va_humidity,46
2026-08-13T22:00:00Z,zewnatrz,va_temperature,19.9
2026-08-13T22:31:33Z,bfd6f4f87fea9d866dvpve,va_humidity,50
2026-08-13T22:31:33Z,bfd6f4f87fea9d866dvpve,va_temperature,25.6
2026-08-13T22:31:34Z,bfd6f4f87fea9d866dvpve,battery_state,high
2026-08-13T22:39:05Z,bf43cf664d6644420axva3,battery_state,high
2026-08-13T22:39:05Z,bf43cf664d6644420axva3,va_humidity,48
2026-08-13T22:39:05Z,bf43cf664d6644420axva3,va_temperature,24.8
2026-08-13T22:44:48Z,bf5741c97c96fa85b1d7do,battery_state,high
2026-08-13T22:44:48Z,bf5741c97c96fa85b1d7do,va_humidity,50
2026-08-13T22:44:48Z,bf5741c97c96fa85b1d7do,va_temperature,24.9
2026-08-13T22:47:01Z,bf7e2a70935af7de78mjqt,battery_state,high
2026-08-13T22:47:01Z,bf7e2a70935af7de78mjqt,va_humidity,46
2026-08-13T22:47:01Z,bf7e2a70935af7de78mjqt,va_temperature,25.3
2026-08-13T23:00:00Z,zewnatrz,va_humidity,45
2026-08-13T23:00:00Z,zewnatrz,va_temperature,19.1
2026-08-13T23:31:14Z,bfd6f4f87fea9d866dvpve,battery_state,high
2026-08-13T23:31:14Z,bfd6f4f87fea9d866dvpve,va_humidity,50
2026-08-13T23:31:14Z,bfd6f4f87fea9d866dvpve,va_temperature,25.6
2026-08-13T23:38:31Z,bf43cf664d6644420axva3,battery_state,high
2026-08-13T23:38:31Z,bf43cf664d6644420axva3,va_humidity,48
2026-08-13T23:38:31Z,bf43cf664d6644420axva3,va_temperature,24.7
2026-08-13T23:44:02Z,bf5741c97c96fa85b1d7do,battery_state,high
2026-08-13T23:44:02Z,bf5741c97c96fa85b1d7do,va_humidity,50
2026-08-13T23:44:02Z,bf5741c97c96fa85b1d7do,va_temperature,24.9
2026-08-13T23:46:34Z,bf7e2a70935af7de78mjqt,battery_state,high
2026-08-13T23:46:34Z,bf7e2a70935af7de78mjqt,va_humidity,46
2026-08-13T23:46:34Z,bf7e2a70935af7de78mjqt,va_temperature,25.3
2026-08-14T00:00:00Z,zewnatrz,va_humidity,43
2026-08-14T00:00:00Z,zewnatrz,va_temperature,18.1
2026-08-14T00:30:55Z,bfd6f4f87fea9d866dvpve,battery_state,high
2026-08-14T00:30:55Z,bfd6f4f87fea9d866dvpve,va_humidity,50
2026-08-14T00:30:55Z,bfd6f4f87fea9d866dvpve,va_temperature,25.6
2026-08-14T00:37:57Z,bf43cf664d6644420axva3,battery_state,high
2026-08-14T00:37:57Z,bf43cf664d6644420axva3,va_humidity,48
2026-08-14T00:37:57Z,bf43cf664d6644420axva3,va_temperature,24.8
2026-08-14T00:43:16Z,bf5741c97c96fa85b1d7do,battery_state,high
2026-08-14T00:43:16Z,bf5741c97c96fa85b1d7do,va_humidity,50
2026-08-14T00:43:16Z,bf5741c97c96fa85b1d7do,va_temperature,24.9
2026-08-14T00:46:08Z,bf7e2a70935af7de78mjqt,va_temperature,25.2
2026-08-14T00:46:09Z,bf7e2a70935af7de78mjqt,battery_state,high
2026-08-14T00:46:09Z,bf7e2a70935af7de78mjqt,va_humidity,46
2026-08-14T01:00:00Z,zewnatrz,va_humidity,43
2026-08-14T01:00:00Z,zewnatrz,va_temperature,17.6
2026-08-14T01:30:36Z,bfd6f4f87fea9d866dvpve,battery_state,high
2026-08-14T01:30:36Z,bfd6f4f87fea9d866dvpve,va_humidity,50
2026-08-14T01:30:36Z,bfd6f4f87fea9d866dvpve,va_temperature,25.6
2026-08-14T01:37:22Z,bf43cf664d6644420axva3,va_humidity,48
2026-08-14T01:37:22Z,bf43cf664d6644420axva3,va_temperature,24.7
2026-08-14T01:37:23Z,bf43cf664d6644420axva3,battery_state,high
2026-08-14T01:42:29Z,bf5741c97c96fa85b1d7do,battery_state,high
2026-08-14T01:42:29Z,bf5741c97c96fa85b1d7do,va_humidity,50
2026-08-14T01:42:29Z,bf5741c97c96fa85b1d7do,va_temperature,24.8
2026-08-14T01:45:43Z,bf7e2a70935af7de78mjqt,battery_state,high
2026-08-14T01:45:43Z,bf7e2a70935af7de78mjqt,va_humidity,46
2026-08-14T01:45:43Z,bf7e2a70935af7de78mjqt,va_temperature,25.2
2026-08-14T02:00:00Z,zewnatrz,va_humidity,44
2026-08-14T02:00:00Z,zewnatrz,va_temperature,17.1
2026-08-14T02:30:16Z,bfd6f4f87fea9d866dvpve,battery_state,high
2026-08-14T02:30:16Z,bfd6f4f87fea9d866dvpve,va_humidity,50
2026-08-14T02:30:16Z,bfd6f4f87fea9d866dvpve,va_temperature,25.6
2026-08-14T02:36:47Z,bf43cf664d6644420axva3,va_temperature,24.7
2026-08-14T02:36:48Z,bf43cf664d6644420axva3,battery_state,high
2026-08-14T02:36:48Z,bf43cf664d6644420axva3,va_humidity,48
2026-08-14T02:41:42Z,bf5741c97c96fa85b1d7do,battery_state,high
2026-08-14T02:41:42Z,bf5741c97c96fa85b1d7do,va_humidity,50
2026-08-14T02:41:42Z,bf5741c97c96fa85b1d7do,va_temperature,24.9
2026-08-14T02:45:17Z,bf7e2a70935af7de78mjqt,va_humidity,46
2026-08-14T02:45:17Z,bf7e2a70935af7de78mjqt,va_temperature,25.2
2026-08-14T02:45:18Z,bf7e2a70935af7de78mjqt,battery_state,high
2026-08-14T03:00:00Z,zewnatrz,va_humidity,46
2026-08-14T03:00:00Z,zewnatrz,va_temperature,16.3
2026-08-14T03:29:57Z,bfd6f4f87fea9d866dvpve,battery_state,high
2026-08-14T03:29:57Z,bfd6f4f87fea9d866dvpve,va_humidity,50
2026-08-14T03:29:57Z,bfd6f4f87fea9d866dvpve,va_temperature,25.6
2026-08-14T03:36:13Z,bf43cf664d6644420axva3,battery_state,high
2026-08-14T03:36:13Z,bf43cf664d6644420axva3,va_humidity,48
2026-08-14T03:36:13Z,bf43cf664d6644420axva3,va_temperature,24.7
2026-08-14T03:40:55Z,bf5741c97c96fa85b1d7do,va_humidity,50
2026-08-14T03:40:55Z,bf5741c97c96fa85b1d7do,va_temperature,24.8
2026-08-14T03:40:56Z,bf5741c97c96fa85b1d7do,battery_state,high
2026-08-14T03:44:51Z,bf7e2a70935af7de78mjqt,battery_state,high
2026-08-14T03:44:51Z,bf7e2a70935af7de78mjqt,va_humidity,46
2026-08-14T03:44:51Z,bf7e2a70935af7de78mjqt,va_temperature,25.1
2026-08-14T04:00:00Z,zewnatrz,va_humidity,47
2026-08-14T04:00:00Z,zewnatrz,va_temperature,16.1
2026-08-14T04:29:37Z,bfd6f4f87fea9d866dvpve,battery_state,high
2026-08-14T04:29:37Z,bfd6f4f87fea9d866dvpve,va_humidity,50
2026-08-14T04:29:37Z,bfd6f4f87fea9d866dvpve,va_temperature,25.6
2026-08-14T04:35:38Z,bf43cf664d6644420axva3,battery_state,high
2026-08-14T04:35:38Z,bf43cf664d6644420axva3,va_humidity,48
2026-08-14T04:35:38Z,bf43cf664d6644420axva3,va_temperature,24.8
2026-08-14T04:40:09Z,bf5741c97c96fa85b1d7do,battery_state,high
2026-08-14T04:40:09Z,bf5741c97c96fa85b1d7do,va_humidity,50
2026-08-14T04:40:09Z,bf5741c97c96fa85b1d7do,va_temperature,24.9
2026-08-14T04:44:25Z,bf7e2a70935af7de78mjqt,battery_state,high
2026-08-14T04:44:25Z,bf7e2a70935af7de78mjqt,va_humidity,46
2026-08-14T04:44:25Z,bf7e2a70935af7de78mjqt,va_temperature,25.1
2026-08-14T05:00:00Z,zewnatrz,va_humidity,46
2026-08-14T05:00:00Z,zewnatrz,va_temperature,16.9
2026-08-14T05:29:17Z,bfd6f4f87fea9d866dvpve,battery_state,high
2026-08-14T05:29:17Z,bfd6f4f87fea9d866dvpve,va_humidity,50
2026-08-14T05:29:17Z,bfd6f4f87fea9d866dvpve,va_temperature,25.6
2026-08-14T05:35:03Z,bf43cf664d6644420axva3,battery_state,high
2026-08-14T05:35:03Z,bf43cf664d6644420axva3,va_humidity,48
2026-08-14T05:35:03Z,bf43cf664d6644420axva3,va_temperature,24.7
2026-08-14T05:39:22Z,bf5741c97c96fa85b1d7do,va_temperature,24.9
2026-08-14T05:39:23Z,bf5741c97c96fa85b1d7do,battery_state,high
2026-08-14T05:39:23Z,bf5741c97c96fa85b1d7do,va_humidity,50
2026-08-14T05:43:58Z,bf7e2a70935af7de78mjqt,va_temperature,25.2
2026-08-14T05:43:59Z,bf7e2a70935af7de78mjqt,battery_state,high
2026-08-14T05:43:59Z,bf7e2a70935af7de78mjqt,va_humidity,46
2026-08-14T06:00:00Z,zewnatrz,va_humidity,43
2026-08-14T06:00:00Z,zewnatrz,va_temperature,17.8
2026-08-14T06:28:58Z,bfd6f4f87fea9d866dvpve,battery_state,high
2026-08-14T06:28:58Z,bfd6f4f87fea9d866dvpve,va_humidity,50
2026-08-14T06:28:58Z,bfd6f4f87fea9d866dvpve,va_temperature,25.5
2026-08-14T06:34:29Z,bf43cf664d6644420axva3,battery_state,high
2026-08-14T06:34:29Z,bf43cf664d6644420axva3,va_humidity,48
2026-08-14T06:34:29Z,bf43cf664d6644420axva3,va_temperature,24.8
2026-08-14T06:38:36Z,bf5741c97c96fa85b1d7do,battery_state,high
2026-08-14T06:38:36Z,bf5741c97c96fa85b1d7do,va_humidity,49
2026-08-14T06:38:36Z,bf5741c97c96fa85b1d7do,va_temperature,24.9
2026-08-14T06:43:32Z,bf7e2a70935af7de78mjqt,va_humidity,46
2026-08-14T06:43:32Z,bf7e2a70935af7de78mjqt,va_temperature,25.1
2026-08-14T06:43:33Z,bf7e2a70935af7de78mjqt,battery_state,high
2026-08-14T07:00:00Z,zewnatrz,va_humidity,41
2026-08-14T07:00:00Z,zewnatrz,va_temperature,19.4
2026-08-14T07:28:39Z,bfd6f4f87fea9d866dvpve,battery_state,high
2026-08-14T07:28:39Z,bfd6f4f87fea9d866dvpve,va_humidity,50
2026-08-14T07:28:39Z,bfd6f4f87fea9d866dvpve,va_temperature,25.5
2026-08-14T07:33:54Z,bf43cf664d6644420axva3,battery_state,high
2026-08-14T07:33:54Z,bf43cf664d6644420axva3,va_humidity,48
2026-08-14T07:33:54Z,bf43cf664d6644420axva3,va_temperature,24.8
2026-08-14T07:37:49Z,bf5741c97c96fa85b1d7do,battery_state,high
2026-08-14T07:37:49Z,bf5741c97c96fa85b1d7do,va_humidity,50
2026-08-14T07:37:49Z,bf5741c97c96fa85b1d7do,va_temperature,25
2026-08-14T07:43:06Z,bf7e2a70935af7de78mjqt,battery_state,high
2026-08-14T07:43:06Z,bf7e2a70935af7de78mjqt,va_humidity,46
2026-08-14T07:43:06Z,bf7e2a70935af7de78mjqt,va_temperature,25.2
2026-08-14T08:00:00Z,zewnatrz,va_humidity,36
2026-08-14T08:00:00Z,zewnatrz,va_temperature,21.4
2026-08-14T08:28:18Z,bfd6f4f87fea9d866dvpve,va_temperature,25.5
2026-08-14T08:28:19Z,bfd6f4f87fea9d866dvpve,battery_state,high
2026-08-14T08:28:19Z,bfd6f4f87fea9d866dvpve,va_humidity,50
2026-08-14T08:33:19Z,bf43cf664d6644420axva3,battery_state,high
2026-08-14T08:33:19Z,bf43cf664d6644420axva3,va_humidity,48
2026-08-14T08:33:19Z,bf43cf664d6644420axva3,va_temperature,24.8
2026-08-14T08:37:03Z,bf5741c97c96fa85b1d7do,va_humidity,49
2026-08-14T08:37:03Z,bf5741c97c96fa85b1d7do,va_temperature,25
2026-08-14T08:37:04Z,bf5741c97c96fa85b1d7do,battery_state,high
2026-08-14T08:42:40Z,bf7e2a70935af7de78mjqt,battery_state,high
2026-08-14T08:42:40Z,bf7e2a70935af7de78mjqt,va_humidity,46
2026-08-14T08:42:40Z,bf7e2a70935af7de78mjqt,va_temperature,25.2
2026-08-14T09:00:00Z,zewnatrz,va_humidity,33
2026-08-14T09:00:00Z,zewnatrz,va_temperature,23.1
2026-08-14T09:27:58Z,bfd6f4f87fea9d866dvpve,battery_state,high
2026-08-14T09:27:58Z,bfd6f4f87fea9d866dvpve,va_humidity,50
2026-08-14T09:27:58Z,bfd6f4f87fea9d866dvpve,va_temperature,25.6
2026-08-14T09:32:44Z,bf43cf664d6644420axva3,va_temperature,24.9
2026-08-14T09:32:45Z,bf43cf664d6644420axva3,battery_state,high
2026-08-14T09:32:45Z,bf43cf664d6644420axva3,va_humidity,48
2026-08-14T09:36:17Z,bf5741c97c96fa85b1d7do,battery_state,high
2026-08-14T09:36:17Z,bf5741c97c96fa85b1d7do,va_humidity,50
2026-08-14T09:36:17Z,bf5741c97c96fa85b1d7do,va_temperature,25
2026-08-14T09:42:14Z,bf7e2a70935af7de78mjqt,battery_state,high
2026-08-14T09:42:14Z,bf7e2a70935af7de78mjqt,va_humidity,46
2026-08-14T09:42:14Z,bf7e2a70935af7de78mjqt,va_temperature,25.3
2026-08-14T10:00:00Z,zewnatrz,va_humidity,30
2026-08-14T10:00:00Z,zewnatrz,va_temperature,24.4
2026-08-14T10:27:38Z,bfd6f4f87fea9d866dvpve,va_temperature,25.7
2026-08-14T10:27:39Z,bfd6f4f87fea9d866dvpve,battery_state,high
2026-08-14T10:27:39Z,bfd6f4f87fea9d866dvpve,va_humidity,49
2026-08-14T10:32:10Z,bf43cf664d6644420axva3,battery_state,high
2026-08-14T10:32:10Z,bf43cf664d6644420axva3,va_humidity,48
2026-08-14T10:32:10Z,bf43cf664d6644420axva3,va_temperature,24.9
2026-08-14T10:35:30Z,bf5741c97c96fa85b1d7do,battery_state,high
2026-08-14T10:35:30Z,bf5741c97c96fa85b1d7do,va_humidity,49
2026-08-14T10:35:30Z,bf5741c97c96fa85b1d7do,va_temperature,25
2026-08-14T10:41:48Z,bf7e2a70935af7de78mjqt,battery_state,high
2026-08-14T10:41:48Z,bf7e2a70935af7de78mjqt,va_humidity,46
2026-08-14T10:41:48Z,bf7e2a70935af7de78mjqt,va_temperature,25.4
2026-08-14T11:00:00Z,zewnatrz,va_humidity,28
2026-08-14T11:00:00Z,zewnatrz,va_temperature,25.3
2026-08-14T11:27:19Z,bfd6f4f87fea9d866dvpve,battery_state,high
2026-08-14T11:27:19Z,bfd6f4f87fea9d866dvpve,va_humidity,49
2026-08-14T11:27:19Z,bfd6f4f87fea9d866dvpve,va_temperature,25.7
2026-08-14T11:31:35Z,bf43cf664d6644420axva3,battery_state,high
2026-08-14T11:31:35Z,bf43cf664d6644420axva3,va_humidity,48
2026-08-14T11:31:35Z,bf43cf664d6644420axva3,va_temperature,25
2026-08-14T11:34:43Z,bf5741c97c96fa85b1d7do,va_humidity,49
2026-08-14T11:34:43Z,bf5741c97c96fa85b1d7do,va_temperature,25.1
2026-08-14T11:34:44Z,bf5741c97c96fa85b1d7do,battery_state,high
2026-08-14T11:41:21Z,bf7e2a70935af7de78mjqt,battery_state,high
2026-08-14T11:41:21Z,bf7e2a70935af7de78mjqt,va_humidity,46
2026-08-14T11:41:21Z,bf7e2a70935af7de78mjqt,va_temperature,25.5
2026-08-14T12:00:00Z,zewnatrz,va_humidity,28
2026-08-14T12:00:00Z,zewnatrz,va_temperature,26
2026-08-14T12:26:59Z,bfd6f4f87fea9d866dvpve,battery_state,high
2026-08-14T12:26:59Z,bfd6f4f87fea9d866dvpve,va_humidity,49
2026-08-14T12:26:59Z,bfd6f4f87fea9d866dvpve,va_temperature,25.7
2026-08-14T12:31:00Z,bf43cf664d6644420axva3,va_temperature,25
2026-08-14T12:31:01Z,bf43cf664d6644420axva3,battery_state,high
2026-08-14T12:31:01Z,bf43cf664d6644420axva3,va_humidity,48
2026-08-14T12:33:57Z,bf5741c97c96fa85b1d7do,battery_state,high
2026-08-14T12:33:57Z,bf5741c97c96fa85b1d7do,va_humidity,49
2026-08-14T12:33:57Z,bf5741c97c96fa85b1d7do,va_temperature,25.2
2026-08-14T12:40:55Z,bf7e2a70935af7de78mjqt,battery_state,high
2026-08-14T12:40:55Z,bf7e2a70935af7de78mjqt,va_humidity,46
2026-08-14T12:40:55Z,bf7e2a70935af7de78mjqt,va_temperature,25.6
2026-08-14T13:00:00Z,zewnatrz,va_humidity,28
2026-08-14T13:00:00Z,zewnatrz,va_temperature,26.5
2026-08-14T13:26:38Z,bfd6f4f87fea9d866dvpve,va_humidity,49
2026-08-14T13:26:38Z,bfd6f4f87fea9d866dvpve,va_temperature,25.7
2026-08-14T13:26:39Z,bfd6f4f87fea9d866dvpve,battery_state,high
2026-08-14T13:30:26Z,bf43cf664d6644420axva3,va_humidity,48
2026-08-14T13:30:26Z,bf43cf664d6644420axva3,va_temperature,25
2026-08-14T13:30:27Z,bf43cf664d6644420axva3,battery_state,high
2026-08-14T13:33:10Z,bf5741c97c96fa85b1d7do,va_temperature,25.2
2026-08-14T13:33:11Z,bf5741c97c96fa85b1d7do,battery_state,high
2026-08-14T13:33:11Z,bf5741c97c96fa85b1d7do,va_humidity,48
2026-08-14T13:40:28Z,bf7e2a70935af7de78mjqt,va_humidity,46
2026-08-14T13:40:28Z,bf7e2a70935af7de78mjqt,va_temperature,25.6
2026-08-14T13:40:29Z,bf7e2a70935af7de78mjqt,battery_state,high
2026-08-14T14:00:00Z,zewnatrz,va_humidity,28
2026-08-14T14:00:00Z,zewnatrz,va_temperature,26.8
2026-08-14T14:26:17Z,bfd6f4f87fea9d866dvpve,va_temperature,25.7
2026-08-14T14:26:18Z,bfd6f4f87fea9d866dvpve,battery_state,high
2026-08-14T14:26:18Z,bfd6f4f87fea9d866dvpve,va_humidity,49
2026-08-14T14:29:52Z,bf43cf664d6644420axva3,battery_state,high
2026-08-14T14:29:52Z,bf43cf664d6644420axva3,va_humidity,48
2026-08-14T14:29:52Z,bf43cf664d6644420axva3,va_temperature,25
2026-08-14T14:32:24Z,bf5741c97c96fa85b1d7do,battery_state,high
2026-08-14T14:32:24Z,bf5741c97c96fa85b1d7do,va_humidity,48
2026-08-14T14:32:24Z,bf5741c97c96fa85b1d7do,va_temperature,25.2
2026-08-14T14:40:02Z,bf7e2a70935af7de78mjqt,battery_state,high
2026-08-14T14:40:02Z,bf7e2a70935af7de78mjqt,va_humidity,46
2026-08-14T14:40:02Z,bf7e2a70935af7de78mjqt,va_temperature,25.6
2026-08-14T15:00:00Z,zewnatrz,va_humidity,29
2026-08-14T15:00:00Z,zewnatrz,va_temperature,26.7
2026-08-14T15:25:57Z,bfd6f4f87fea9d866dvpve,va_humidity,49
2026-08-14T15:25:57Z,bfd6f4f87fea9d866dvpve,va_temperature,25.7
2026-08-14T15:25:58Z,bfd6f4f87fea9d866dvpve,battery_state,high
2026-08-14T15:29:17Z,bf43cf664d6644420axva3,battery_state,high
2026-08-14T15:29:17Z,bf43cf664d6644420axva3,va_humidity,48
2026-08-14T15:29:17Z,bf43cf664d6644420axva3,va_temperature,25
2026-08-14T15:31:37Z,bf5741c97c96fa85b1d7do,battery_state,high
2026-08-14T15:31:37Z,bf5741c97c96fa85b1d7do,va_humidity,48
2026-08-14T15:31:37Z,bf5741c97c96fa85b1d7do,va_temperature,25.2
2026-08-14T15:39:35Z,bf7e2a70935af7de78mjqt,va_temperature,25.5
2026-08-14T15:39:36Z,bf7e2a70935af7de78mjqt,battery_state,high
2026-08-14T15:39:36Z,bf7e2a70935af7de78mjqt,va_humidity,46
2026-08-14T16:00:00Z,zewnatrz,va_humidity,31
2026-08-14T16:00:00Z,zewnatrz,va_temperature,26.3
2026-08-14T16:25:37Z,bfd6f4f87fea9d866dvpve,battery_state,high
2026-08-14T16:25:37Z,bfd6f4f87fea9d866dvpve,va_humidity,49
2026-08-14T16:25:37Z,bfd6f4f87fea9d866dvpve,va_temperature,25.7
2026-08-14T16:28:42Z,bf43cf664d6644420axva3,battery_state,high
2026-08-14T16:28:42Z,bf43cf664d6644420axva3,va_humidity,48
2026-08-14T16:28:42Z,bf43cf664d6644420axva3,va_temperature,25.1
2026-08-14T16:30:50Z,bf5741c97c96fa85b1d7do,battery_state,high
2026-08-14T16:30:50Z,bf5741c97c96fa85b1d7do,va_humidity,48
2026-08-14T16:30:50Z,bf5741c97c96fa85b1d7do,va_temperature,25.2
2026-08-14T16:39:09Z,bf7e2a70935af7de78mjqt,battery_state,high
2026-08-14T16:39:09Z,bf7e2a70935af7de78mjqt,va_humidity,46
2026-08-14T16:39:09Z,bf7e2a70935af7de78mjqt,va_temperature,25.5
2026-08-14T17:00:00Z,zewnatrz,va_humidity,34
2026-08-14T17:00:00Z,zewnatrz,va_temperature,25.3
2026-08-14T17:25:17Z,bfd6f4f87fea9d866dvpve,battery_state,high
2026-08-14T17:25:17Z,bfd6f4f87fea9d866dvpve,va_humidity,49
2026-08-14T17:25:17Z,bfd6f4f87fea9d866dvpve,va_temperature,25.7
2026-08-14T17:28:07Z,bf43cf664d6644420axva3,battery_state,high
2026-08-14T17:28:07Z,bf43cf664d6644420axva3,va_humidity,48
2026-08-14T17:28:07Z,bf43cf664d6644420axva3,va_temperature,25
2026-08-14T17:30:03Z,bf5741c97c96fa85b1d7do,va_temperature,25.2
2026-08-14T17:30:04Z,bf5741c97c96fa85b1d7do,battery_state,high
2026-08-14T17:30:04Z,bf5741c97c96fa85b1d7do,va_humidity,49
2026-08-14T17:38:42Z,bf7e2a70935af7de78mjqt,va_temperature,25.5
2026-08-14T17:38:43Z,bf7e2a70935af7de78mjqt,battery_state,high
2026-08-14T17:38:43Z,bf7e2a70935af7de78mjqt,va_humidity,46
2026-08-14T18:00:00Z,zewnatrz,va_humidity,37
2026-08-14T18:00:00Z,zewnatrz,va_temperature,24.4
2026-08-14T18:24:56Z,bfd6f4f87fea9d866dvpve,va_temperature,25.7
2026-08-14T18:24:57Z,bfd6f4f87fea9d866dvpve,battery_state,high
2026-08-14T18:24:57Z,bfd6f4f87fea9d866dvpve,va_humidity,50
2026-08-14T18:27:32Z,bf43cf664d6644420axva3,battery_state,high
2026-08-14T18:27:32Z,bf43cf664d6644420axva3,va_humidity,48
2026-08-14T18:27:32Z,bf43cf664d6644420axva3,va_temperature,25.1
2026-08-14T18:29:17Z,bf5741c97c96fa85b1d7do,va_temperature,25.2
